<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
@Si;1;20250527;234700;81241;81241;81241;81241;4;0
@Si;1;20250527;234800;81240;81254;81240;81249;76;0
@Si;1;20250527;234900;81247;81256;81236;81242;87;0
@Si;1;20250528;085900;81210;81210;81210;81210;43;0
@Si;1;20250528;090000;81240;81255;81152;81163;2032;0
@Si;1;20250528;090100;81163;81199;81155;81156;321;0
@Si;1;20250528;090200;81159;81164;81108;81133;755;0
@Si;1;20250528;090300;81132;81169;81132;81141;333;0
@Si;1;20250528;090400;81141;81161;81138;81161;176;0
@Si;1;20250528;090500;81160;81160;81101;81139;1133;0
@Si;1;20250528;090600;81139;81154;81115;81115;499;0
@Si;1;20250528;090700;81115;81121;81105;81112;291;0
@Si;1;20250528;090800;81114;81116;81081;81100;578;0
@Si;1;20250528;090900;81099;81107;81073;81107;499;0
@Si;1;20250528;091000;81111;81117;81081;81102;691;0
@Si;1;20250528;091100;81101;81115;81101;81114;364;0
@Si;1;20250528;091200;81115;81138;81115;81122;403;0
@Si;1;20250528;091300;81121;81124;81115;81116;83;0
@Si;1;20250528;091400;81116;81126;81082;81083;437;0
@Si;1;20250528;091500;81083;81127;81041;81104;1419;0
@Si;1;20250528;091600;81101;81104;81094;81100;264;0
@Si;1;20250528;091700;81100;81102;81073;81077;417;0
@Si;1;20250528;091800;81082;81091;81075;81075;266;0
@Si;1;20250528;091900;81075;81080;81066;81068;235;0
@Si;1;20250528;092000;81069;81080;81061;81065;579;0
@Si;1;20250528;092100;81066;81109;81063;81077;617;0
@Si;1;20250528;092200;81089;81091;81070;81074;172;0
@Si;1;20250528;092300;81076;81092;81076;81084;125;0
@Si;1;20250528;092400;81084;81084;81073;81074;396;0
@Si;1;20250528;092500;81077;81081;81075;81076;160;0
@Si;1;20250528;092600;81078;81078;81075;81075;44;0
@Si;1;20250528;092700;81078;81078;81045;81049;540;0
@Si;1;20250528;092800;81048;81051;81047;81050;152;0
@Si;1;20250528;092900;81050;81056;81047;81051;217;0
@Si;1;20250528;093000;81050;81052;81032;81042;332;0
@Si;1;20250528;093100;81044;81052;81030;81033;242;0
@Si;1;20250528;093200;81032;81034;81021;81026;355;0
@Si;1;20250528;093300;81027;81030;81025;81026;234;0
@Si;1;20250528;093400;81026;81032;81012;81013;563;0
@Si;1;20250528;093500;81012;81013;81001;81002;381;0
@Si;1;20250528;093600;81002;81002;80982;80988;507;0
@Si;1;20250528;093700;80986;81014;80986;81010;416;0
@Si;1;20250528;093800;81007;81016;80970;80994;840;0
@Si;1;20250528;093900;80994;80994;80961;80964;622;0
@Si;1;20250528;094000;80970;80970;80932;80938;580;0
@Si;1;20250528;094100;80939;80962;80934;80951;281;0
@Si;1;20250528;094200;80960;80963;80940;80963;469;0
@Si;1;20250528;094300;80956;80971;80955;80971;400;0
@Si;1;20250528;094400;80965;80979;80958;80977;479;0
@Si;1;20250528;094500;80977;80979;80952;80970;381;0
@Si;1;20250528;094600;80964;80993;80961;80990;322;0
@Si;1;20250528;094700;80990;80992;80966;80987;253;0
@Si;1;20250528;094800;80987;80987;80962;80975;190;0
@Si;1;20250528;094900;80980;80983;80957;80962;267;0
@Si;1;20250528;095000;80964;80973;80962;80973;98;0
@Si;1;20250528;095100;80973;80976;80971;80971;50;0
@Si;1;20250528;095200;80973;80978;80933;80934;1073;0
@Si;1;20250528;095300;80933;80958;80932;80958;205;0
@Si;1;20250528;095400;80951;80960;80945;80953;150;0
@Si;1;20250528;095500;80956;80963;80949;80957;268;0
@Si;1;20250528;095600;80956;80958;80800;80833;4468;0
@Si;1;20250528;095700;80840;80866;80812;80860;523;0
@Si;1;20250528;095800;80860;80860;80836;80845;562;0
@Si;1;20250528;095900;80846;80868;80741;80765;3446;0
@Si;1;20250528;100000;80779;80858;80735;80766;6206;0
@Si;1;20250528;100100;80767;80831;80750;80830;2403;0
@Si;1;20250528;100200;80830;80830;80746;80782;1559;0
@Si;1;20250528;100300;80778;80799;80768;80792;860;0
@Si;1;20250528;100400;80796;80800;80783;80790;535;0
@Si;1;20250528;100500;80789;80789;80728;80741;1553;0
@Si;1;20250528;100600;80740;80779;80736;80761;620;0
@Si;1;20250528;100700;80763;80763;80711;80724;1507;0
@Si;1;20250528;100800;80721;80780;80702;80779;1809;0
@Si;1;20250528;100900;80779;80790;80745;80780;1930;0
@Si;1;20250528;101000;80780;80780;80701;80755;1708;0
@Si;1;20250528;101100;80755;80769;80748;80750;516;0
@Si;1;20250528;101200;80750;80760;80737;80760;676;0
@Si;1;20250528;101300;80761;80794;80752;80758;1026;0
@Si;1;20250528;101400;80758;80775;80754;80771;1019;0
@Si;1;20250528;101500;80771;80773;80726;80744;1629;0
@Si;1;20250528;101600;80746;80752;80739;80744;798;0
@Si;1;20250528;101700;80744;80759;80740;80759;418;0
@Si;1;20250528;101800;80753;80759;80728;80740;826;0
@Si;1;20250528;101900;80745;80775;80651;80666;3640;0
@Si;1;20250528;102000;80668;80789;80638;80727;3056;0
@Si;1;20250528;102100;80727;80734;80677;80704;942;0
@Si;1;20250528;102200;80703;80712;80657;80670;1213;0
@Si;1;20250528;102300;80670;80687;80624;80667;1624;0
@Si;1;20250528;102400;80662;80664;80631;80653;1211;0
@Si;1;20250528;102500;80653;80653;80622;80642;1230;0
@Si;1;20250528;102600;80643;80695;80630;80687;2409;0
@Si;1;20250528;102700;80688;80714;80679;80710;965;0
@Si;1;20250528;102800;80705;80707;80653;80667;862;0
@Si;1;20250528;102900;80666;80681;80646;80658;834;0
@Si;1;20250528;103000;80656;80656;80602;80610;2915;0
@Si;1;20250528;103100;80610;80619;80581;80607;2207;0
@Si;1;20250528;103200;80608;80658;80595;80633;1439;0
@Si;1;20250528;103300;80632;80675;80620;80658;1286;0
@Si;1;20250528;103400;80658;80685;80650;80661;1152;0
@Si;1;20250528;103500;80669;80689;80652;80688;1025;0
@Si;1;20250528;103600;80683;80685;80674;80683;280;0
@Si;1;20250528;103700;80683;80748;80660;80722;3129;0
@Si;1;20250528;103800;80721;80722;80656;80674;1640;0
@Si;1;20250528;103900;80672;80677;80641;80655;932;0
@Si;1;20250528;104000;80651;80675;80641;80671;686;0
@Si;1;20250528;104100;80673;80679;80659;80669;616;0
@Si;1;20250528;104200;80676;80693;80664;80693;408;0
@Si;1;20250528;104300;80687;80694;80668;80680;2149;0
@Si;1;20250528;104400;80679;80680;80656;80661;1883;0
@Si;1;20250528;104500;80662;80679;80659;80678;392;0
@Si;1;20250528;104600;80677;80680;80673;80679;584;0
@Si;1;20250528;104700;80679;80680;80665;80680;581;0
@Si;1;20250528;104800;80680;80680;80677;80680;534;0
@Si;1;20250528;104900;80679;80680;80679;80680;1803;0
@Si;1;20250528;105000;80680;80680;80658;80665;1677;0
@Si;1;20250528;105100;80669;80675;80656;80675;345;0
@Si;1;20250528;105200;80674;80676;80670;80676;154;0
@Si;1;20250528;105300;80676;80680;80638;80642;2851;0
@Si;1;20250528;105400;80642;80656;80640;80656;379;0
@Si;1;20250528;105500;80655;80660;80652;80652;785;0
@Si;1;20250528;105600;80655;80660;80642;80642;1057;0
@Si;1;20250528;105700;80646;80658;80632;80644;863;0
@Si;1;20250528;105800;80645;80650;80630;80639;587;0
@Si;1;20250528;105900;80636;80651;80634;80651;165;0
@Si;1;20250528;110000;80651;80651;80607;80608;2167;0
@Si;1;20250528;110100;80607;80623;80599;80612;1884;0
@Si;1;20250528;110200;80613;80620;80600;80617;512;0
@Si;1;20250528;110300;80617;80650;80607;80635;2937;0
@Si;1;20250528;110400;80632;80640;80622;80635;1221;0
@Si;1;20250528;110500;80635;80635;80625;80634;842;0
@Si;1;20250528;110600;80634;80638;80625;80636;492;0
@Si;1;20250528;110700;80633;80633;80612;80626;1013;0
@Si;1;20250528;110800;80626;80658;80624;80651;2609;0
@Si;1;20250528;110900;80651;80652;80632;80651;465;0
@Si;1;20250528;111000;80651;80651;80640;80646;588;0
@Si;1;20250528;111100;80645;80646;80640;80644;471;0
@Si;1;20250528;111200;80645;80646;80641;80646;128;0
@Si;1;20250528;111300;80646;80646;80626;80637;411;0
@Si;1;20250528;111400;80637;80660;80633;80659;1258;0
@Si;1;20250528;111500;80659;80660;80624;80624;1389;0
@Si;1;20250528;111600;80624;80640;80619;80635;295;0
@Si;1;20250528;111700;80635;80657;80633;80653;156;0
@Si;1;20250528;111800;80654;80658;80650;80658;153;0
@Si;1;20250528;111900;80658;80659;80645;80658;282;0
@Si;1;20250528;112000;80659;80660;80658;80660;377;0
@Si;1;20250528;112100;80660;80660;80658;80660;666;0
@Si;1;20250528;112200;80660;80660;80658;80660;597;0
@Si;1;20250528;112300;80660;80715;80659;80715;2733;0
@Si;1;20250528;112400;80713;80714;80703;80710;431;0
@Si;1;20250528;112500;80713;80732;80707;80721;689;0
@Si;1;20250528;112600;80721;80735;80720;80732;605;0
@Si;1;20250528;112700;80733;80737;80722;80722;1416;0
@Si;1;20250528;112800;80723;80723;80693;80700;1373;0
@Si;1;20250528;112900;80700;80701;80669;80701;583;0
@Si;1;20250528;113000;80701;80701;80673;80680;432;0
@Si;1;20250528;113100;80677;80707;80677;80686;389;0
@Si;1;20250528;113200;80693;80696;80670;80689;321;0
@Si;1;20250528;113300;80688;80695;80664;80692;1007;0
@Si;1;20250528;113400;80691;80695;80680;80690;252;0
@Si;1;20250528;113500;80689;80691;80674;80685;311;0
@Si;1;20250528;113600;80686;80686;80682;80684;174;0
@Si;1;20250528;113700;80684;80690;80664;80664;316;0
@Si;1;20250528;113800;80665;80700;80665;80692;575;0
@Si;1;20250528;113900;80698;80698;80681;80681;167;0
@Si;1;20250528;114000;80681;80681;80646;80650;1002;0
@Si;1;20250528;114100;80651;80677;80651;80668;252;0
@Si;1;20250528;114200;80668;80687;80667;80686;172;0
@Si;1;20250528;114300;80686;80696;80685;80696;149;0
@Si;1;20250528;114400;80696;80763;80696;80719;2014;0
@Si;1;20250528;114500;80720;80720;80676;80698;688;0
@Si;1;20250528;114600;80695;80697;80677;80697;245;0
@Si;1;20250528;114700;80698;80700;80698;80699;244;0
@Si;1;20250528;114800;80699;80745;80698;80730;1152;0
@Si;1;20250528;114900;80730;80730;80696;80714;315;0
@Si;1;20250528;115000;80719;80726;80688;80717;290;0
@Si;1;20250528;115100;80720;80738;80701;80716;236;0
@Si;1;20250528;115200;80717;80747;80716;80742;473;0
@Si;1;20250528;115300;80732;80740;80729;80738;153;0
@Si;1;20250528;115400;80737;80745;80718;80728;276;0
@Si;1;20250528;115500;80725;80735;80689;80711;471;0
@Si;1;20250528;115600;80711;80799;80711;80790;1840;0
@Si;1;20250528;115700;80788;80849;80763;80771;3844;0
@Si;1;20250528;115800;80775;80777;80743;80748;1283;0
@Si;1;20250528;115900;80748;80773;80744;80761;1441;0
@Si;1;20250528;120000;80761;80761;80714;80725;1271;0
@Si;1;20250528;120100;80725;80749;80720;80734;546;0
@Si;1;20250528;120200;80739;80749;80722;80722;258;0
@Si;1;20250528;120300;80723;80738;80714;80725;626;0
@Si;1;20250528;120400;80725;80740;80725;80738;296;0
@Si;1;20250528;120500;80738;80775;80737;80756;2262;0
@Si;1;20250528;120600;80753;80767;80733;80766;1267;0
@Si;1;20250528;120700;80766;80779;80750;80750;968;0
@Si;1;20250528;120800;80751;80752;80733;80733;1044;0
@Si;1;20250528;120900;80736;80767;80736;80752;496;0
@Si;1;20250528;121000;80751;80755;80743;80755;613;0
@Si;1;20250528;121100;80755;80761;80754;80761;391;0
@Si;1;20250528;121200;80756;80759;80737;80749;801;0
@Si;1;20250528;121300;80753;80758;80744;80744;357;0
@Si;1;20250528;121400;80746;80748;80718;80724;508;0
@Si;1;20250528;121500;80727;80811;80722;80739;1521;0
@Si;1;20250528;121600;80739;80759;80736;80753;106;0
@Si;1;20250528;121700;80750;80769;80746;80768;274;0
@Si;1;20250528;121800;80768;80778;80759;80762;232;0
@Si;1;20250528;121900;80760;80762;80749;80762;94;0
@Si;1;20250528;122000;80762;80769;80758;80767;98;0
@Si;1;20250528;122100;80763;80767;80751;80763;157;0
@Si;1;20250528;122200;80762;80774;80742;80765;1517;0
@Si;1;20250528;122300;80765;80765;80731;80738;756;0
@Si;1;20250528;122400;80735;80742;80705;80720;937;0
@Si;1;20250528;122500;80715;80722;80708;80709;658;0
@Si;1;20250528;122600;80709;80742;80709;80741;800;0
@Si;1;20250528;122700;80742;80764;80736;80748;399;0
@Si;1;20250528;122800;80749;80756;80744;80756;152;0
@Si;1;20250528;122900;80757;80768;80736;80736;272;0
@Si;1;20250528;123000;80736;80781;80736;80762;1519;0
@Si;1;20250528;123100;80759;80780;80754;80772;308;0
@Si;1;20250528;123200;80772;80774;80744;80744;247;0
@Si;1;20250528;123300;80756;80756;80743;80755;461;0
@Si;1;20250528;123400;80752;80764;80740;80761;433;0
@Si;1;20250528;123500;80751;80780;80750;80775;2138;0
@Si;1;20250528;123600;80775;80809;80766;80779;2154;0
@Si;1;20250528;123700;80779;80806;80773;80802;1416;0
@Si;1;20250528;123800;80802;80807;80792;80792;137;0
@Si;1;20250528;123900;80795;80840;80795;80840;2374;0
@Si;1;20250528;124000;80840;80848;80825;80836;2568;0
@Si;1;20250528;124100;80836;80874;80836;80860;1811;0
@Si;1;20250528;124200;80860;80878;80852;80874;2237;0
@Si;1;20250528;124300;80872;80874;80857;80866;1366;0
@Si;1;20250528;124400;80866;80873;80855;80855;801;0
@Si;1;20250528;124500;80855;80855;80834;80855;968;0
@Si;1;20250528;124600;80856;80860;80836;80843;604;0
@Si;1;20250528;124700;80845;80850;80820;80824;932;0
@Si;1;20250528;124800;80824;80830;80816;80823;307;0
@Si;1;20250528;124900;80822;80840;80820;80834;305;0
@Si;1;20250528;125000;80834;80835;80816;80820;163;0
@Si;1;20250528;125100;80820;80835;80792;80802;707;0
@Si;1;20250528;125200;80802;80825;80799;80813;482;0
@Si;1;20250528;125300;80813;80815;80763;80776;745;0
@Si;1;20250528;125400;80776;80791;80755;80791;411;0
@Si;1;20250528;125500;80790;80813;80790;80804;372;0
@Si;1;20250528;125600;80803;80810;80798;80810;195;0
@Si;1;20250528;125700;80811;80812;80798;80798;172;0
@Si;1;20250528;125800;80809;80814;80798;80806;199;0
@Si;1;20250528;125900;80807;80807;80781;80787;218;0
@Si;1;20250528;130000;80788;80819;80773;80802;746;0
@Si;1;20250528;130100;80797;80813;80797;80809;134;0
@Si;1;20250528;130200;80810;80820;80810;80819;251;0
@Si;1;20250528;130300;80813;80821;80813;80819;130;0
@Si;1;20250528;130400;80820;80824;80802;80802;369;0
@Si;1;20250528;130500;80801;80810;80799;80809;503;0
@Si;1;20250528;130600;80809;80813;80793;80799;419;0
@Si;1;20250528;130700;80800;80807;80764;80777;507;0
@Si;1;20250528;130800;80777;80806;80772;80804;210;0
@Si;1;20250528;130900;80803;80807;80783;80795;329;0
@Si;1;20250528;131000;80794;80794;80781;80789;228;0
@Si;1;20250528;131100;80784;80798;80781;80797;257;0
@Si;1;20250528;131200;80796;80799;80788;80796;292;0
@Si;1;20250528;131300;80796;80814;80785;80785;515;0
@Si;1;20250528;131400;80789;80802;80785;80802;221;0
@Si;1;20250528;131500;80797;80797;80760;80775;434;0
@Si;1;20250528;131600;80777;80799;80760;80777;354;0
@Si;1;20250528;131700;80780;80782;80750;80754;391;0
@Si;1;20250528;131800;80751;80763;80719;80759;1427;0
@Si;1;20250528;131900;80760;80765;80742;80742;291;0
@Si;1;20250528;132000;80745;80770;80735;80760;1901;0
@Si;1;20250528;132100;80759;80766;80751;80766;75;0
@Si;1;20250528;132200;80763;80764;80737;80743;424;0
@Si;1;20250528;132300;80750;80768;80746;80748;612;0
@Si;1;20250528;132400;80749;80751;80740;80750;374;0
@Si;1;20250528;132500;80746;80746;80725;80725;253;0
@Si;1;20250528;132600;80726;80728;80718;80718;466;0
@Si;1;20250528;132700;80719;80726;80714;80719;314;0
@Si;1;20250528;132800;80719;80724;80713;80720;480;0
@Si;1;20250528;132900;80719;80730;80711;80719;275;0
@Si;1;20250528;133000;80719;80719;80700;80705;740;0
@Si;1;20250528;133100;80705;80718;80704;80711;251;0
@Si;1;20250528;133200;80711;80719;80709;80717;236;0
@Si;1;20250528;133300;80717;80734;80706;80715;1270;0
@Si;1;20250528;133400;80718;80723;80704;80711;996;0
@Si;1;20250528;133500;80706;80709;80703;80705;701;0
@Si;1;20250528;133600;80705;80706;80685;80695;1021;0
@Si;1;20250528;133700;80695;80714;80688;80695;1019;0
@Si;1;20250528;133800;80693;80748;80686;80729;844;0
@Si;1;20250528;133900;80730;80738;80720;80722;206;0
@Si;1;20250528;134000;80726;80738;80719;80730;393;0
@Si;1;20250528;134100;80730;80731;80689;80709;935;0
@Si;1;20250528;134200;80709;80710;80691;80700;969;0
@Si;1;20250528;134300;80700;80700;80676;80685;291;0
@Si;1;20250528;134400;80687;80694;80661;80676;511;0
@Si;1;20250528;134500;80671;80674;80651;80674;1253;0
@Si;1;20250528;134600;80673;80688;80668;80685;293;0
@Si;1;20250528;134700;80685;80699;80674;80698;263;0
@Si;1;20250528;134800;80694;80714;80684;80712;674;0
@Si;1;20250528;134900;80714;80726;80686;80726;646;0
@Si;1;20250528;135000;80726;80726;80717;80720;201;0
@Si;1;20250528;135100;80719;80719;80699;80713;322;0
@Si;1;20250528;135200;80707;80730;80696;80724;470;0
@Si;1;20250528;135300;80723;80723;80706;80709;654;0
@Si;1;20250528;135400;80707;80720;80679;80705;923;0
@Si;1;20250528;135500;80702;80702;80676;80685;1365;0
@Si;1;20250528;135600;80683;80691;80662;80690;584;0
@Si;1;20250528;135700;80684;80684;80637;80642;786;0
@Si;1;20250528;135800;80643;80680;80635;80680;604;0
@Si;1;20250528;135900;80680;80696;80672;80682;312;0
@Si;1;20250528;140500;80684;80689;80600;80606;2893;0
@Si;1;20250528;140600;80608;80615;80552;80597;4211;0
@Si;1;20250528;140700;80590;80643;80583;80617;1316;0
@Si;1;20250528;140800;80617;80636;80592;80636;426;0
@Si;1;20250528;140900;80631;80637;80578;80583;520;0
@Si;1;20250528;141000;80587;80587;80548;80567;1218;0
@Si;1;20250528;141100;80566;80587;80564;80582;605;0
@Si;1;20250528;141200;80583;80597;80582;80597;350;0
@Si;1;20250528;141300;80595;80609;80592;80608;268;0
@Si;1;20250528;141400;80608;80658;80603;80652;973;0
@Si;1;20250528;141500;80652;80660;80615;80646;1765;0
@Si;1;20250528;141600;80642;80653;80623;80623;805;0
@Si;1;20250528;141700;80627;80634;80620;80633;115;0
@Si;1;20250528;141800;80628;80635;80613;80635;140;0
@Si;1;20250528;141900;80637;80645;80630;80645;256;0
@Si;1;20250528;142000;80643;80647;80615;80615;382;0
@Si;1;20250528;142100;80617;80624;80614;80622;88;0
@Si;1;20250528;142200;80624;80625;80591;80591;414;0
@Si;1;20250528;142300;80591;80597;80578;80592;411;0
@Si;1;20250528;142400;80584;80599;80581;80599;89;0
@Si;1;20250528;142500;80595;80598;80570;80585;865;0
@Si;1;20250528;142600;80586;80586;80565;80565;490;0
@Si;1;20250528;142700;80566;80573;80539;80555;945;0
@Si;1;20250528;142800;80556;80600;80547;80592;370;0
@Si;1;20250528;142900;80595;80616;80568;80569;479;0
@Si;1;20250528;143000;80567;80589;80542;80576;1125;0
@Si;1;20250528;143100;80576;80578;80522;80544;1467;0
@Si;1;20250528;143200;80546;80565;80534;80564;405;0
@Si;1;20250528;143300;80564;80564;80544;80549;189;0
@Si;1;20250528;143400;80549;80565;80540;80564;244;0
@Si;1;20250528;143500;80564;80568;80550;80550;267;0
@Si;1;20250528;143600;80554;80572;80542;80556;968;0
@Si;1;20250528;143700;80558;80560;80551;80560;363;0
@Si;1;20250528;143800;80563;80567;80550;80550;673;0
@Si;1;20250528;143900;80550;80558;80540;80556;1588;0
@Si;1;20250528;144000;80556;80577;80552;80565;652;0
@Si;1;20250528;144100;80569;80595;80566;80577;621;0
@Si;1;20250528;144200;80579;80588;80577;80580;521;0
@Si;1;20250528;144300;80579;80591;80577;80591;401;0
@Si;1;20250528;144400;80591;80599;80585;80599;303;0
@Si;1;20250528;144500;80597;80628;80597;80627;590;0
@Si;1;20250528;144600;80626;80640;80622;80622;1479;0
@Si;1;20250528;144700;80623;80627;80618;80627;495;0
@Si;1;20250528;144800;80629;80645;80627;80643;926;0
@Si;1;20250528;144900;80643;80643;80610;80613;929;0
@Si;1;20250528;145000;80612;80613;80579;80602;545;0
@Si;1;20250528;145100;80603;80630;80576;80622;593;0
@Si;1;20250528;145200;80622;80622;80595;80608;198;0
@Si;1;20250528;145300;80606;80606;80591;80600;103;0
@Si;1;20250528;145400;80597;80602;80580;80602;183;0
@Si;1;20250528;145500;80598;80608;80595;80603;278;0
@Si;1;20250528;145600;80602;80602;80590;80598;170;0
@Si;1;20250528;145700;80599;80621;80597;80606;467;0
@Si;1;20250528;145800;80600;80606;80593;80600;250;0
@Si;1;20250528;145900;80603;80632;80600;80625;311;0
@Si;1;20250528;150000;80614;80625;80565;80578;1514;0
@Si;1;20250528;150100;80579;80579;80542;80545;1509;0
@Si;1;20250528;150200;80542;80550;80534;80550;557;0
@Si;1;20250528;150300;80548;80594;80545;80581;2064;0
@Si;1;20250528;150400;80582;80604;80557;80561;551;0
@Si;1;20250528;150500;80566;80567;80538;80539;632;0
@Si;1;20250528;150600;80539;80556;80478;80527;4745;0
@Si;1;20250528;150700;80526;80531;80501;80513;418;0
@Si;1;20250528;150800;80515;80517;80501;80510;576;0
@Si;1;20250528;150900;80510;80531;80501;80518;529;0
@Si;1;20250528;151000;80516;80520;80489;80519;412;0
@Si;1;20250528;151100;80521;80524;80509;80524;135;0
@Si;1;20250528;151200;80522;80552;80521;80552;493;0
@Si;1;20250528;151300;80555;80595;80531;80595;1044;0
@Si;1;20250528;151400;80594;80622;80584;80599;681;0
@Si;1;20250528;151500;80598;80619;80587;80619;1359;0
@Si;1;20250528;151600;80616;80621;80607;80620;153;0
@Si;1;20250528;151700;80616;80635;80607;80632;406;0
@Si;1;20250528;151800;80631;80670;80630;80660;1335;0
@Si;1;20250528;151900;80664;80686;80660;80675;917;0
@Si;1;20250528;152000;80672;80684;80623;80629;707;0
@Si;1;20250528;152100;80624;80662;80603;80650;875;0
@Si;1;20250528;152200;80650;80651;80622;80623;628;0
@Si;1;20250528;152300;80623;80623;80607;80613;207;0
@Si;1;20250528;152400;80610;80631;80604;80604;560;0
@Si;1;20250528;152500;80604;80658;80570;80648;2333;0
@Si;1;20250528;152600;80649;80669;80635;80667;403;0
@Si;1;20250528;152700;80667;80671;80663;80666;175;0
@Si;1;20250528;152800;80666;80711;80666;80694;946;0
@Si;1;20250528;152900;80696;80748;80687;80740;960;0
@Si;1;20250528;153000;80738;80779;80731;80773;1655;0
@Si;1;20250528;153100;80778;80786;80710;80714;1301;0
@Si;1;20250528;153200;80716;80721;80705;80707;657;0
@Si;1;20250528;153300;80708;80723;80671;80719;1096;0
@Si;1;20250528;153400;80705;80708;80673;80699;673;0
@Si;1;20250528;153500;80697;80700;80671;80675;211;0
@Si;1;20250528;153600;80676;80690;80668;80690;692;0
@Si;1;20250528;153700;80690;80714;80668;80673;591;0
@Si;1;20250528;153800;80675;80681;80661;80676;486;0
@Si;1;20250528;153900;80677;80677;80621;80626;702;0
@Si;1;20250528;154000;80627;80637;80605;80630;624;0
@Si;1;20250528;154100;80634;80638;80612;80617;74;0
@Si;1;20250528;154200;80617;80617;80595;80595;348;0
@Si;1;20250528;154300;80598;80612;80597;80605;81;0
@Si;1;20250528;154400;80610;80620;80571;80598;540;0
@Si;1;20250528;154500;80596;80604;80576;80602;105;0
@Si;1;20250528;154600;80601;80613;80591;80613;192;0
@Si;1;20250528;154700;80614;80614;80600;80609;212;0
@Si;1;20250528;154800;80614;80618;80603;80606;79;0
@Si;1;20250528;154900;80602;80602;80590;80597;126;0
@Si;1;20250528;155000;80600;80600;80571;80582;404;0
@Si;1;20250528;155100;80579;80586;80570;80572;138;0
@Si;1;20250528;155200;80573;80573;80567;80573;90;0
@Si;1;20250528;155300;80573;80583;80563;80578;354;0
@Si;1;20250528;155400;80578;80588;80562;80588;98;0
@Si;1;20250528;155500;80579;80588;80572;80588;44;0
@Si;1;20250528;155600;80589;80601;80571;80601;262;0
@Si;1;20250528;155700;80600;80612;80592;80612;73;0
@Si;1;20250528;155800;80612;80612;80596;80600;109;0
@Si;1;20250528;155900;80601;80601;80579;80590;104;0
@Si;1;20250528;160000;80591;80595;80558;80564;1287;0
@Si;1;20250528;160100;80562;80565;80514;80523;1071;0
@Si;1;20250528;160200;80522;80526;80505;80506;491;0
@Si;1;20250528;160300;80505;80505;80457;80469;2013;0
@Si;1;20250528;160400;80469;80479;80452;80467;1151;0
@Si;1;20250528;160500;80467;80472;80443;80470;1086;0
@Si;1;20250528;160600;80468;80496;80454;80465;990;0
@Si;1;20250528;160700;80464;80511;80463;80493;794;0
@Si;1;20250528;160800;80493;80545;80491;80532;690;0
@Si;1;20250528;160900;80532;80553;80527;80553;486;0
@Si;1;20250528;161000;80552;80552;80524;80527;490;0
@Si;1;20250528;161100;80527;80528;80513;80513;422;0
@Si;1;20250528;161200;80514;80546;80504;80529;784;0
@Si;1;20250528;161300;80528;80530;80508;80510;180;0
@Si;1;20250528;161400;80513;80522;80481;80522;301;0
@Si;1;20250528;161500;80522;80538;80485;80493;748;0
@Si;1;20250528;161600;80494;80531;80471;80473;670;0
@Si;1;20250528;161700;80474;80525;80465;80511;571;0
@Si;1;20250528;161800;80507;80528;80501;80525;328;0
@Si;1;20250528;161900;80521;80526;80515;80526;57;0
@Si;1;20250528;162000;80525;80525;80500;80500;461;0
@Si;1;20250528;162100;80500;80520;80477;80520;270;0
@Si;1;20250528;162200;80516;80525;80516;80517;379;0
@Si;1;20250528;162300;80517;80531;80517;80530;144;0
@Si;1;20250528;162400;80531;80552;80530;80551;252;0
@Si;1;20250528;162500;80551;80551;80527;80530;160;0
@Si;1;20250528;162600;80530;80537;80523;80530;127;0
@Si;1;20250528;162700;80531;80537;80531;80534;92;0
@Si;1;20250528;162800;80540;80540;80525;80530;118;0
@Si;1;20250528;162900;80528;80528;80512;80520;133;0
@Si;1;20250528;163000;80519;80535;80519;80527;298;0
@Si;1;20250528;163100;80527;80527;80496;80496;205;0
@Si;1;20250528;163200;80496;80497;80490;80492;139;0
@Si;1;20250528;163300;80491;80500;80485;80500;257;0
@Si;1;20250528;163400;80499;80514;80483;80514;663;0
@Si;1;20250528;163500;80514;80528;80505;80528;593;0
@Si;1;20250528;163600;80528;80563;80520;80551;10159;0
@Si;1;20250528;163700;80555;80578;80551;80578;4021;0
@Si;1;20250528;163800;80580;80603;80575;80595;4683;0
@Si;1;20250528;163900;80592;80637;80590;80618;1211;0
@Si;1;20250528;164000;80618;80639;80613;80624;1012;0
@Si;1;20250528;164100;80625;80631;80617;80623;854;0
@Si;1;20250528;164200;80628;80630;80587;80597;713;0
@Si;1;20250528;164300;80592;80599;80581;80588;582;0
@Si;1;20250528;164400;80586;80597;80574;80582;616;0
@Si;1;20250528;164500;80585;80594;80540;80547;540;0
@Si;1;20250528;164600;80544;80594;80535;80584;681;0
@Si;1;20250528;164700;80581;80619;80574;80593;639;0
@Si;1;20250528;164800;80591;80598;80579;80586;169;0
@Si;1;20250528;164900;80591;80597;80578;80582;332;0
@Si;1;20250528;165000;80580;80583;80530;80542;1746;0
@Si;1;20250528;165100;80542;80557;80539;80545;372;0
@Si;1;20250528;165200;80544;80545;80523;80544;737;0
@Si;1;20250528;165300;80543;80586;80536;80560;1185;0
@Si;1;20250528;165400;80563;80578;80558;80573;247;0
@Si;1;20250528;165500;80577;80627;80572;80614;1143;0
@Si;1;20250528;165600;80615;80631;80586;80599;1181;0
